"PandaController_2019_08_11__08_22_13__165309nhlzdqdbhl","PandaController_2019_08_11__14_18_17__188334jzlipczgwe","PandaController_2019_08_11__11_30_38__945755wjtcehpbcy","PandaController_2019_08_11__13_23_12__851503oqrypyiuqc","PandaController_2019_08_11__15_12_46__701247ieqnuidezx","Mean_over_grasps","Std_over_grasps"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","1.0","0.2","0.4"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","0.0","0.0","0.0","0.0","0.2","0.4000000000000001"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","1.0","0.0","0.0","1.0","0.4","0.48989794855663565"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","1.0","0.2","0.4"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","0.0","0.0","0.0","0.0","0.2","0.4000000000000001"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","1.0","0.0","1.0","0.4","0.48989794855663565"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","1.0","0.0","0.0","1.0","0.4","0.48989794855663565"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","1.0","0.0","0.0","0.2","0.4000000000000001"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","3.0","0.0","0.0","1.0","0.8","1.1661903789690602"
"0.0","1.0","0.0","0.0","0.0","0.2","0.4000000000000001"
"0.0","1.0","0.0","0.0","0.0","0.2","0.4000000000000001"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","1.0","0.2","0.4"
"0.0","0.0","0.0","0.0","2.0","0.4","0.8"
"0.0","0.0","0.0","0.0","1.0","0.2","0.4"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","1.0","0.2","0.4"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","1.0","0.2","0.4"
"0.0","0.0","0.0","0.0","1.0","0.2","0.4"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","2.0","0.4","0.8"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","0.0","0.0","0.0","0.0","0.2","0.4000000000000001"
"1.0","0.0","0.0","0.0","0.0","0.2","0.4000000000000001"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","1.0","0.0","0.2","0.4"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","1.0","0.0","0.2","0.4"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","2.0","0.0","0.4","0.8"
"0.0","0.0","0.0","2.0","0.0","0.4","0.8"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","1.0","0.2","0.4"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","1.0","0.2","0.4"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","0.0","0.0","0.0","0.0","0.2","0.4000000000000001"
"1.0","0.0","0.0","0.0","0.0","0.2","0.4000000000000001"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","1.0","0.2","0.4"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"1.0","0.0","0.0","0.0","0.0","0.2","0.4000000000000001"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","1.0","0.0","0.0","0.0","0.2","0.4000000000000001"
"0.0","1.0","0.0","0.0","0.0","0.2","0.4000000000000001"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","2.0","0.0","0.0","0.0","0.4","0.8000000000000002"
"0.0","5.0","0.0","0.0","0.0","1.0","2.0"
"0.0","5.0","0.0","0.0","0.0","1.0","2.0"
"0.0","11.0","0.0","0.0","0.0","2.2","4.4"
"0.0","9.0","0.0","0.0","0.0","1.8","3.6000000000000005"
"0.0","12.0","0.0","0.0","0.0","2.4","4.800000000000001"
"0.0","16.0","0.0","0.0","0.0","3.2","6.400000000000001"
"0.0","6.0","0.0","0.0","0.0","1.2","2.4000000000000004"
"0.0","14.0","0.0","0.0","0.0","2.8","5.6"
"0.0","12.0","0.0","0.0","0.0","2.4","4.800000000000001"
"0.0","15.0","0.0","0.0","0.0","3.0","6.0"
"0.0","15.0","0.0","0.0","0.0","3.0","6.0"
"0.0","20.0","0.0","0.0","0.0","4.0","8.0"
"0.0","14.0","0.0","0.0","0.0","2.8","5.6"
"0.0","10.0","0.0","0.0","0.0","2.0","4.0"
"0.0","9.0","0.0","0.0","0.0","1.8","3.6000000000000005"
"0.0","13.0","0.0","0.0","0.0","2.6","5.2"
"0.0","19.0","0.0","0.0","0.0","3.8","7.6000000000000005"
"0.0","14.0","0.0","0.0","0.0","2.8","5.6"
"0.0","13.0","0.0","0.0","1.0","2.8","5.114684741017769"
"0.0","17.0","0.0","0.0","0.0","3.4","6.8"
"0.0","22.0","0.0","0.0","0.0","4.4","8.8"
"0.0","16.0","0.0","0.0","2.0","3.6","6.248199740725324"
"0.0","17.0","0.0","0.0","0.0","3.4","6.8"
"0.0","18.0","0.0","0.0","0.0","3.6","7.200000000000001"
"0.0","25.0","0.0","0.0","0.0","5.0","10.0"
"0.0","19.0","0.0","0.0","0.0","3.8","7.6000000000000005"
"0.0","20.0","0.0","0.0","1.0","4.2","7.909487973314076"
"0.0","16.0","0.0","0.0","0.0","3.2","6.400000000000001"
"0.0","24.0","0.0","0.0","1.0","5.0","9.50789145920377"
"0.0","18.0","0.0","0.0","0.0","3.6","7.200000000000001"
"0.0","18.0","0.0","0.0","0.0","3.6","7.200000000000001"
"0.0","23.0","0.0","0.0","0.0","4.6","9.199999999999998"
"0.0","22.0","0.0","0.0","1.0","4.6","8.708616422830895"
"0.0","16.0","0.0","0.0","0.0","3.2","6.400000000000001"
"0.0","16.0","0.0","0.0","0.0","3.2","6.400000000000001"
"0.0","17.0","0.0","0.0","0.0","3.4","6.8"
"0.0","17.0","0.0","0.0","1.0","3.6","6.7111846942250075"
"0.0","27.0","0.0","0.0","0.0","5.4","10.8"
"0.0","27.0","0.0","0.0","0.0","5.4","10.8"
"0.0","21.0","0.0","0.0","0.0","4.2","8.399999999999999"
"0.0","22.0","0.0","0.0","0.0","4.4","8.8"
"0.0","20.0","0.0","0.0","0.0","4.0","8.0"
"0.0","24.0","0.0","0.0","1.0","5.0","9.50789145920377"
"0.0","15.0","0.0","0.0","0.0","3.0","6.0"
"0.0","26.0","0.0","1.0","0.0","5.4","10.307278981380103"
"1.0","22.0","1.0","0.0","0.0","4.8","8.611620056644394"
"0.0","22.0","0.0","0.0","0.0","4.4","8.8"
"0.0","29.0","0.0","0.0","0.0","5.8","11.6"
"0.0","17.0","0.0","0.0","0.0","3.4","6.8"
"0.0","20.0","1.0","0.0","0.0","4.2","7.909487973314076"
"0.0","13.0","0.0","0.0","0.0","2.6","5.2"
"1.0","24.0","0.0","0.0","0.0","5.0","9.50789145920377"
"0.0","19.0","0.0","0.0","0.0","3.8","7.6000000000000005"
"0.0","17.0","0.0","0.0","0.0","3.4","6.8"
"0.0","25.0","1.0","0.0","0.0","5.2","9.907572861200668"
"0.0","22.0","0.0","0.0","0.0","4.4","8.8"
"0.0","16.0","1.0","0.0","0.0","3.4","6.3118935352238"
"1.0","16.0","0.0","0.0","0.0","3.4","6.3118935352238"
"3.0","25.0","0.0","0.0","0.0","5.6","9.76933979345585"
"0.0","25.0","0.0","0.0","0.0","5.0","10.0"
"0.0","19.0","0.0","0.0","0.0","3.8","7.6000000000000005"
"0.0","17.0","0.0","0.0","0.0","3.4","6.8"
"0.0","28.0","0.0","0.0","0.0","5.6","11.2"
"0.0","18.0","0.0","0.0","1.0","3.8","7.11055553385247"
"0.0","20.0","0.0","0.0","1.0","4.2","7.909487973314076"
"0.0","29.0","0.0","0.0","1.0","6.0","11.50651989091402"
"0.0","26.0","0.0","0.0","0.0","5.2","10.4"
"0.0","30.0","0.0","0.0","0.0","6.0","12.0"
"0.0","28.0","0.0","0.0","0.0","5.6","11.2"
"0.0","25.0","0.0","0.0","0.0","5.0","10.0"
"2.0","26.0","0.0","0.0","0.0","5.6","10.229369482035537"
"0.0","19.0","0.0","0.0","2.0","4.2","7.4404300950953095"
"1.0","26.0","0.0","0.0","0.0","5.4","10.307278981380103"
"0.0","21.0","0.0","0.0","1.0","4.4","8.309031231136396"
"0.0","26.0","0.0","0.0","0.0","5.2","10.4"
"0.0","17.0","1.0","0.0","1.0","3.8","6.615134163416491"
"0.0","23.0","0.0","0.0","0.0","4.6","9.199999999999998"
"0.0","19.0","0.0","0.0","0.0","3.8","7.6000000000000005"
"0.0","23.0","0.0","0.0","0.0","4.6","9.199999999999998"
"0.0","21.0","0.0","0.0","1.0","4.4","8.309031231136396"
"0.0","27.0","0.0","0.0","0.0","5.4","10.8"
"0.0","19.0","0.0","0.0","0.0","3.8","7.6000000000000005"
"0.0","21.0","0.0","0.0","0.0","4.2","8.399999999999999"
"0.0","20.0","0.0","0.0","0.0","4.0","8.0"
"0.0","20.0","0.0","0.0","0.0","4.0","8.0"
"0.0","28.0","0.0","0.0","0.0","5.6","11.2"
"0.0","22.0","0.0","0.0","0.0","4.4","8.8"
"0.0","30.0","0.0","0.0","0.0","6.0","12.0"
"0.0","27.0","0.0","0.0","0.0","5.4","10.8"
"0.0","28.0","0.0","0.0","0.0","5.6","11.2"
"0.0","19.0","0.0","0.0","0.0","3.8","7.6000000000000005"
"0.0","25.0","0.0","0.0","0.0","5.0","10.0"
"0.0","29.0","0.0","0.0","0.0","5.8","11.6"
"0.0","17.0","0.0","0.0","0.0","3.4","6.8"
"0.0","25.0","0.0","0.0","0.0","5.0","10.0"
"0.0","19.0","0.0","0.0","0.0","3.8","7.6000000000000005"
"0.0","17.0","0.0","0.0","0.0","3.4","6.8"
"0.0","22.0","0.0","0.0","0.0","4.4","8.8"
"0.0","29.0","0.0","0.0","0.0","5.8","11.6"
"1.0","22.0","0.0","0.0","0.0","4.6","8.708616422830895"
"0.0","18.0","0.0","0.0","0.0","3.6","7.200000000000001"
"0.0","26.0","0.0","0.0","0.0","5.2","10.4"
"0.0","32.0","0.0","0.0","0.0","6.4","12.800000000000002"
"0.0","25.0","0.0","0.0","0.0","5.0","10.0"
"0.0","18.0","0.0","0.0","0.0","3.6","7.200000000000001"
"0.0","28.0","0.0","0.0","0.0","5.6","11.2"
"0.0","33.0","0.0","0.0","0.0","6.6","13.199999999999998"
"0.0","22.0","0.0","0.0","0.0","4.4","8.8"
"0.0","24.0","0.0","0.0","1.0","5.0","9.50789145920377"
"0.0","30.0","0.0","0.0","0.0","6.0","12.0"
"0.0","23.0","0.0","0.0","0.0","4.6","9.199999999999998"
"0.0","21.0","0.0","0.0","0.0","4.2","8.399999999999999"
"0.0","28.0","0.0","0.0","0.0","5.6","11.2"
"0.0","27.0","0.0","0.0","0.0","5.4","10.8"
"0.0","33.0","0.0","0.0","0.0","6.6","13.199999999999998"
"0.0","26.0","0.0","0.0","0.0","5.2","10.4"
"1.0","33.0","0.0","0.0","0.0","6.8","13.105723940324701"
"0.0","33.0","0.0","0.0","0.0","6.6","13.199999999999998"
"0.0","33.0","0.0","0.0","0.0","6.6","13.199999999999998"
"0.0","16.0","0.0","0.0","0.0","3.2","6.400000000000001"
"0.0","18.0","0.0","0.0","0.0","3.6","7.200000000000001"
"1.0","22.0","0.0","0.0","0.0","4.6","8.708616422830895"
"0.0","22.0","0.0","0.0","0.0","4.4","8.8"
"1.0","24.0","0.0","0.0","0.0","5.0","9.50789145920377"
"0.0","20.0","0.0","0.0","0.0","4.0","8.0"
"0.0","20.0","0.0","0.0","0.0","4.0","8.0"
"0.0","23.0","1.0","0.0","0.0","4.8","9.108238029388561"
"0.0","33.0","0.0","0.0","0.0","6.6","13.199999999999998"
"0.0","31.0","0.0","0.0","0.0","6.2","12.400000000000002"
"0.0","34.0","0.0","0.0","0.0","6.8","13.6"
"0.0","35.0","0.0","0.0","0.0","7.0","14.0"
"0.0","23.0","0.0","0.0","0.0","4.6","9.199999999999998"
"0.0","28.0","0.0","0.0","0.0","5.6","11.2"
"0.0","36.0","0.0","0.0","1.0","7.4","14.305243793798134"
"0.0","27.0","0.0","0.0","1.0","5.6","10.707007051459337"
"0.0","34.0","0.0","0.0","0.0","6.8","13.6"
"0.0","19.0","0.0","0.0","0.0","3.8","7.6000000000000005"
"0.0","21.0","0.0","0.0","0.0","4.2","8.399999999999999"
"0.0","26.0","0.0","0.0","0.0","5.2","10.4"
"0.0","33.0","0.0","0.0","0.0","6.6","13.199999999999998"
"0.0","25.0","0.0","0.0","0.0","5.0","10.0"
"0.0","20.0","0.0","0.0","0.0","4.0","8.0"
"0.0","26.0","0.0","0.0","0.0","5.2","10.4"
"0.0","19.0","0.0","0.0","0.0","3.8","7.6000000000000005"
"0.0","24.0","0.0","0.0","0.0","4.8","9.600000000000001"
"0.0","28.0","0.0","0.0","0.0","5.6","11.2"
"0.0","28.0","0.0","0.0","0.0","5.6","11.2"
"0.0","20.0","0.0","0.0","0.0","4.0","8.0"
"0.0","24.0","0.0","0.0","0.0","4.8","9.600000000000001"
"0.0","23.0","0.0","0.0","0.0","4.6","9.199999999999998"
"0.0","18.0","0.0","0.0","0.0","3.6","7.200000000000001"
"0.0","24.0","0.0","0.0","0.0","4.8","9.600000000000001"
"0.0","19.0","0.0","0.0","0.0","3.8","7.6000000000000005"
"0.0","20.0","0.0","0.0","0.0","4.0","8.0"
"0.0","26.0","0.0","0.0","0.0","5.2","10.4"
"0.0","22.0","0.0","0.0","0.0","4.4","8.8"
"0.0","29.0","0.0","0.0","0.0","5.8","11.6"
"0.0","28.0","0.0","0.0","0.0","5.6","11.2"
"0.0","35.0","0.0","0.0","0.0","7.0","14.0"
"0.0","18.0","0.0","0.0","0.0","3.6","7.200000000000001"
"2.0","16.0","0.0","0.0","0.0","3.6","6.248199740725324"
"3.0","30.0","0.0","0.0","0.0","6.6","11.757550765359253"
"1.0","34.0","0.0","0.0","0.0","7.0","13.505554412907307"
"0.0","14.0","0.0","0.0","0.0","2.8","5.6"
"2.0","22.0","0.0","0.0","0.0","4.8","8.634813257969162"
"1.0","34.0","0.0","0.0","0.0","7.0","13.505554412907307"
"5.0","23.0","0.0","0.0","0.0","5.6","8.912911982062877"
"0.0","21.0","0.0","0.0","0.0","4.2","8.399999999999999"
"0.0","23.0","0.0","0.0","0.0","4.6","9.199999999999998"
"0.0","24.0","0.0","0.0","0.0","4.8","9.600000000000001"
"0.0","29.0","0.0","0.0","0.0","5.8","11.6"
"0.0","28.0","0.0","0.0","0.0","5.6","11.2"
"0.0","23.0","0.0","0.0","0.0","4.6","9.199999999999998"
"0.0","25.0","0.0","1.0","0.0","5.2","9.907572861200668"
"0.0","31.0","0.0","1.0","0.0","6.4","12.30609605033213"
"0.0","32.0","0.0","2.0","0.0","6.8","12.6237870704476"
"0.0","11.0","0.0","0.0","0.0","2.2","4.4"
"0.0","29.0","0.0","0.0","0.0","5.8","11.6"
"0.0","19.0","0.0","0.0","0.0","3.8","7.6000000000000005"
"0.0","23.0","0.0","1.0","0.0","4.8","9.108238029388561"
"0.0","33.0","0.0","1.0","0.0","6.8","13.105723940324701"
"0.0","23.0","0.0","0.0","0.0","4.6","9.199999999999998"
"0.0","25.0","0.0","0.0","0.0","5.0","10.0"
"0.0","33.0","0.0","0.0","0.0","6.6","13.199999999999998"
"0.0","30.0","0.0","1.0","0.0","6.2","11.906300852909775"
"0.0","36.0","0.0","0.0","0.0","7.2","14.400000000000002"
"0.0","30.0","0.0","5.0","0.0","7.0","11.661903789690601"
"0.0","19.0","0.0","5.0","0.0","4.8","7.359347797189639"
"0.0","31.0","0.0","3.0","0.0","6.8","12.155657119218196"
"0.0","34.0","0.0","4.0","0.0","7.6","13.290598180668919"
"0.0","30.0","1.0","4.0","0.0","7.0","11.593101396951552"
"0.0","26.0","0.0","2.0","0.0","5.6","10.229369482035537"
"0.0","33.0","0.0","3.0","0.0","7.2","12.952219886953742"
"0.0","28.0","0.0","2.0","0.0","6.0","11.027239001672177"
"0.0","21.0","0.0","4.0","0.0","5.0","8.148619514985345"
"0.0","28.0","0.0","4.0","0.0","6.4","10.910545357588687"
"0.0","31.0","0.0","6.0","0.0","7.4","12.026637102698327"
"0.0","24.0","0.0","5.0","0.0","5.8","9.303762679690404"
"0.0","26.0","0.0","7.0","0.0","6.6","10.071742649611338"
"0.0","29.0","0.0","4.0","0.0","6.6","11.306635220082054"
"0.0","25.0","0.0","6.0","0.0","6.2","9.682974749528164"
"0.0","21.0","0.0","7.0","0.0","5.6","8.16333265278342"
"0.0","32.0","0.0","10.0","0.0","8.4","12.419339757008016"
"0.0","31.0","0.0","7.0","0.0","7.6","12.009995836801941"
"0.0","24.0","0.0","7.0","0.0","6.2","9.303762679690406"
"0.0","25.0","0.0","6.0","0.0","6.2","9.682974749528164"
"0.0","30.0","0.0","4.0","0.0","6.8","11.702991070662236"
"0.0","31.0","0.0","7.0","0.0","7.6","12.009995836801941"
"0.0","29.0","0.0","11.0","0.0","8.0","11.331372379372237"
"0.0","30.0","0.0","14.0","0.0","8.8","11.906300852909775"
"0.0","36.0","0.0","6.0","0.0","8.4","13.994284547628721"
"0.0","21.0","0.0","12.0","0.0","6.6","8.56971411425142"
"0.0","35.0","0.0","8.0","0.0","8.6","13.558761005342634"
"0.0","38.0","0.0","17.0","0.0","11.0","15.019986684414869"
"0.0","23.0","0.0","14.0","0.0","7.4","9.499473669630333"
"0.0","32.0","0.0","16.0","0.0","9.6","12.799999999999999"
"0.0","34.0","0.0","18.0","0.0","10.4","13.705473359209451"
"1.0","31.0","0.0","16.0","0.0","9.6","12.306096050332128"
"0.0","24.0","0.0","17.0","0.0","8.2","10.283968105745952"
"1.0","32.0","0.0","19.0","0.0","10.4","13.001538370516007"
"0.0","31.0","0.0","16.0","0.0","9.4","12.451505933018705"
"1.0","31.0","0.0","17.0","0.0","9.8","12.416118556135006"
"1.0","34.0","0.0","7.0","0.0","8.4","13.062924634246345"
"0.0","37.0","0.0","20.0","0.0","11.4","14.961283367412037"
"0.0","26.0","0.0","20.0","0.0","9.2","11.42628548566856"
"0.0","26.0","0.0","20.0","0.0","9.2","11.42628548566856"
"0.0","21.0","0.0","15.0","0.0","7.2","9.019977827023745"
"0.0","29.0","0.0","16.0","0.0","9.0","11.764352935882194"
"0.0","33.0","0.0","17.0","0.0","10.0","13.251415018781957"
"0.0","24.0","0.0","14.0","0.0","7.6","9.830564581955606"
"0.0","25.0","0.0","17.0","0.0","8.4","10.594338110519223"
"0.0","30.0","1.0","19.0","0.0","10.0","12.345039489608771"
"0.0","37.0","0.0","16.0","1.0","10.8","14.441606558828557"
"0.0","29.0","0.0","16.0","0.0","9.0","11.764352935882194"
"0.0","19.0","0.0","22.0","0.0","8.2","10.087616170334794"
"0.0","33.0","0.0","21.0","0.0","10.8","13.760813929415658"
"0.0","29.0","0.0","17.0","0.0","9.2","11.889491158161478"
"0.0","32.0","0.0","17.0","0.0","9.8","12.905812643921344"
"0.0","27.0","0.0","17.0","0.0","8.8","11.232096865679177"
"0.0","31.0","0.0","15.0","0.0","9.2","12.351518125315609"
"0.0","25.0","0.0","19.0","0.0","8.8","10.943491216243563"
"0.0","20.0","0.0","19.0","0.0","7.8","9.558242516278815"
"0.0","13.0","0.0","19.0","0.0","6.4","8.064738061462382"
"0.0","23.0","0.0","20.0","0.0","8.6","10.57544325312183"
"0.0","23.0","0.0","20.0","0.0","8.6","10.57544325312183"
"0.0","23.0","0.0","20.0","0.0","8.6","10.57544325312183"
"0.0","25.0","0.0","15.0","0.0","8.0","10.295630140987"
